from	to	weight
FCGR1A	GBP1	1.478595924
DPYSL2	SYN3	1.478112259
SYN3	DPYSL2	1.478112259
LRP1	SYNM	1.477974639
SYNM	LRP1	1.477974639
CNTNAP1	MRAS	1.476554737
MRAS	CNTNAP1	1.476554737
ATP1A1	KIF13B	1.475842395
KIF13B	ATP1A1	1.475842395
ITGAV	CA3	1.474961072
CA3	ITGAV	1.474961072
DPYSL2	TTC39C	1.474544233
TTC39C	DPYSL2	1.474544233
KIF13B	FCER1G	1.474420331
FCER1G	KIF13B	1.474420331
CNTNAP1	LSAMP	1.473719751
LSAMP	CNTNAP1	1.473719751
SIRT2	DPP6	1.471884262
DPP6	SIRT2	1.471884262
LRP1	SAMHD1	1.470748646
SAMHD1	LRP1	1.470748646
KIF13B	FCGR1A	1.470261025
FCGR1A	KIF13B	1.470261025
SIRT2	SIRPA	1.469983719
SIRPA	SIRT2	1.469983719
PYGL	SYNM	1.469356078
SYNM	PYGL	1.469356078
ATP1A1	PLCB1	1.469217314
PLCB1	ATP1A1	1.469217314
CNTNAP1	GNAQ	1.468896731
GNAQ	CNTNAP1	1.468896731
GNAQ	SYN3	1.468555687
SYN3	GNAQ	1.468555687
PTBP1	ANK2	1.468089524
ANK2	PTBP1	1.468089524
MRAS	ITGAV	1.467746688
ITGAV	MRAS	1.467746688
PHLDB1	EHD4	1.467564691
EHD4	PHLDB1	1.467564691
FCGR1A	POLD1	1.46670097
POLD1	FCGR1A	1.46670097
ITGA3	C4B	1.466126278
C4B	ITGA3	1.466126278
LSAMP	SYN3	1.465822674
SYN3	LSAMP	1.465822674
ITGB2	GBP1	1.464583165
GBP1	ITGB2	1.464583165
PTPRC	ITGAV	1.463600014
ITGAV	PTPRC	1.463600014
LRP1	CA3	1.463227052
CA3	LRP1	1.463227052
CD74	SYNM	1.463048648
SYNM	CD74	1.463048648
PLCB1	LRP1B	1.462535589
LRP1B	PLCB1	1.462535589
ITGA3	TAP1	1.461605183
TAP1	ITGA3	1.461605183
APOL2	LRP1B	1.460700592
LRP1B	APOL2	1.460700592
APOL2	PYCARD	1.458007081
PYCARD	APOL2	1.458007081
SERPINB8	ITGB2	1.45791728
ITGB2	SERPINB8	1.45791728
ITGB2	TAP1	1.457270881
TAP1	ITGB2	1.457270881
ITGA3	APOL2	1.457019242
APOL2	ITGA3	1.457019242
VIM	POLD1	1.455572998
POLD1	VIM	1.455572998
CNP	GNAQ	1.454736039
GNAQ	CNP	1.454736039
GBP2	LRP1B	1.454524258
LRP1B	GBP2	1.454524258
CNP	EPB41L1	1.453055013
EPB41L1	CNP	1.453055013
VIM	ITGA3	1.451329013
ITGA3	VIM	1.451329013
C4B	SYNM	1.450706953
SYNM	C4B	1.450706953
HLA-DRA	ZNF579	1.450183171
ZNF579	HLA-DRA	1.450183171
VIM	HCLS1	1.447032289
HCLS1	VIM	1.447032289
MVP	APOL2	1.446996328
APOL2	MVP	1.446996328
MVP	SAMHD1	1.446939704
SAMHD1	MVP	1.446939704
ATP1A1	GBP1	1.44501157
GBP1	ATP1A1	1.44501157
CYBB	KRT17	1.444362156
KRT17	CYBB	1.444362156
GBP1	ACSS3	1.443937147
ACSS3	GBP1	1.443937147
VIM	ZNF579	1.443271343
ZNF579	VIM	1.443271343
PTPRC	CA3	1.442237078
CA3	PTPRC	1.442237078
TPPP	MAPK1	1.441287261
MAPK1	TPPP	1.441287261
DPYSL2	GBP1	1.440722147
GBP1	DPYSL2	1.440722147
PSMB10	PYGL	1.440305974
PYGL	PSMB10	1.440305974
SLC1A2	MAP1A	1.439383457
MAP1A	SLC1A2	1.439383457
CNP	MAPK1	1.438039691
MAPK1	CNP	1.438039691
GNAO1	SAMHD1	1.436664612
SAMHD1	GNAO1	1.436664612
MVP	APBB1IP	1.436250033
APBB1IP	MVP	1.436250033
SYNM	BMP2K	1.43524581
BMP2K	SYNM	1.43524581
PHLDB1	CYBB	1.435206772
CYBB	PHLDB1	1.435206772
DPP6	MAPK1	1.434948127
MAPK1	DPP6	1.434948127
APOL2	TTC39C	1.434799059
TTC39C	APOL2	1.434799059
NFASC	TAPT1	1.434433691
TAPT1	NFASC	1.434433691
DNM3	LRP1B	1.434398689
LRP1B	DNM3	1.434398689
MVP	EHD4	1.433708286
EHD4	MVP	1.433708286
SIRT2	GNB1	1.432657181
GNB1	SIRT2	1.432657181
ITGAV	FCER1G	1.432021809
FCER1G	ITGAV	1.432021809
SQOR	SERPINB8	1.43018348
SERPINB8	SQOR	1.43018348
PYGL	GBP1	1.429539212
GBP1	PYGL	1.429539212
SLC1A2	GNB1	1.427385666
GNB1	SLC1A2	1.427385666
PYCARD	CA3	1.427384301
CA3	PYCARD	1.427384301
DNM3	PDXP	1.426990129
PDXP	DNM3	1.426990129
PHYHIP	PDXP	1.425429959
PDXP	PHYHIP	1.425429959
SQOR	VIM	1.423011098
VIM	SQOR	1.423011098
ITGAV	GBP1	1.420466075
GBP1	ITGAV	1.420466075
HLA-DRA	KIF13B	1.420015815
KIF13B	HLA-DRA	1.420015815
SYNJ1	SIRPA	1.419645913
SIRPA	SYNJ1	1.419645913
IGSF8	ANK2	1.418932194
ANK2	IGSF8	1.418932194
SYNJ1	MRAS	1.418665007
MRAS	SYNJ1	1.418665007
SIRT2	EPB41L1	1.418198894
EPB41L1	SIRT2	1.418198894
ANK2	ACSS3	1.418054304
ACSS3	ANK2	1.418054304
PTBP1	GPM6B	1.416919164
GPM6B	PTBP1	1.416919164
GNAQ	MAP1A	1.415981924
MAP1A	GNAQ	1.415981924
PTPRC	KIF13B	1.412769009
KIF13B	PTPRC	1.412769009
KIF13B	LRP1	1.411812863
LRP1	KIF13B	1.411812863
SLC1A2	PHYHIP	1.411505921
PHYHIP	SLC1A2	1.411505921
IGSF8	LSAMP	1.411282345
LSAMP	IGSF8	1.411282345
SLC1A2	TTC39C	1.410131
TTC39C	SLC1A2	1.410131
PSMB10	LRP1	1.409709114
LRP1	PSMB10	1.409709114
HLA-DRA	GBP1	1.408891116
GBP1	HLA-DRA	1.408891116
TPPP	CA3	1.406613581
CA3	TPPP	1.406613581
NFASC	TTC39C	1.404879737
TTC39C	NFASC	1.404879737
EHD4	SAMHD1	1.403486663
SAMHD1	EHD4	1.403486663
EHD4	GBP1	1.402746776
GBP1	EHD4	1.402746776
VIM	APBB1IP	1.402388413
APBB1IP	VIM	1.402388413
CNP	ANK2	1.402113137
ANK2	CNP	1.402113137
CNTNAP1	POLD1	1.400953497
POLD1	CNTNAP1	1.400953497
TAP1	SYNM	1.400923576
SYNM	TAP1	1.400923576
FCGR1A	LRP1B	1.400674195
LRP1B	FCGR1A	1.400674195
SIRT2	ANK2	1.397252815
ANK2	SIRT2	1.397252815
CYBB	SYNM	1.397142054
SYNM	CYBB	1.397142054
HLA-DRA	LRP1	1.394606936
LRP1	HLA-DRA	1.394606936
ATP1A1	SIRT2	1.394047812
SIRT2	ATP1A1	1.394047812
PYCARD	SYNM	1.393169974
SYNM	PYCARD	1.393169974
SERPINB8	CYBB	1.392500741
CYBB	SERPINB8	1.392500741
PTBP1	SIRPA	1.389882602
SIRPA	PTBP1	1.389882602
CNTNAP1	ITGAV	1.389167768
ITGAV	CNTNAP1	1.389167768
FCER1G	LRP1	1.386558829
LRP1	FCER1G	1.386558829
PHLDB1	ITGA3	1.381639091
ITGA3	PHLDB1	1.381639091
PTPRC	POLD1	1.381042851
POLD1	PTPRC	1.381042851
MAP1A	LRP1B	1.380791996
LRP1B	MAP1A	1.380791996
MVP	PYCARD	1.38066774
PYCARD	MVP	1.38066774
SLC1A2	NFASC	1.379855041
NFASC	SLC1A2	1.379855041
EHD4	BMP2K	1.378380128
BMP2K	EHD4	1.378380128
SYN3	CA3	1.377786992
CA3	SYN3	1.377786992
CYBB	LRP1	1.377624557
LRP1	CYBB	1.377624557
SIRPA	ACSS3	1.376033533
ACSS3	SIRPA	1.376033533
SLC1A2	SYN3	1.375442247
SYN3	SLC1A2	1.375442247
GNB1	MAP1A	1.375276564
MAP1A	GNB1	1.375276564
SIRPA	SAMHD1	1.374910791
SAMHD1	SIRPA	1.374910791
CNP	NME5	1.37333602
NME5	CNP	1.37333602
TAPT1	KRT17	1.373080331
KRT17	TAPT1	1.373080331
LSAMP	MAP1A	1.372943102
MAP1A	LSAMP	1.372943102
ITGB2	KRT17	1.370612577
KRT17	ITGB2	1.370612577
TPPP	KRT17	1.370237927
KRT17	TPPP	1.370237927
PTBP1	MAP1A	1.367348892
MAP1A	PTBP1	1.367348892
EPB41L1	TTC39C	1.366995016
TTC39C	EPB41L1	1.366995016
ATP1A1	TMOD2	1.366717053
TMOD2	ATP1A1	1.366717053
SYN3	BMP2K	1.366616797
BMP2K	SYN3	1.366616797
SYNJ1	CA3	1.365184076
CA3	SYNJ1	1.365184076
SYNJ1	LRP1B	1.363544249
LRP1B	SYNJ1	1.363544249
MAPK1	LRP1B	1.363387654
LRP1B	MAPK1	1.363387654
GBP2	PYCARD	1.361121395
PYCARD	GBP2	1.361121395
SYN3	NME5	1.357547868
NME5	SYN3	1.357547868
DNM3	MAPK1	1.357070091
MAPK1	DNM3	1.357070091
ATP1A1	MAPK1	1.356169578
MAPK1	ATP1A1	1.356169578
PLCB1	KRT17	1.355321114
KRT17	PLCB1	1.355321114
ATP1A1	SLC1A2	1.354503021
SLC1A2	ATP1A1	1.354503021
SIRT2	MRAS	1.354282993
MRAS	SIRT2	1.354282993
DPP6	LRP1B	1.35211655
LRP1B	DPP6	1.35211655
CD74	KIF13B	1.351230939
KIF13B	CD74	1.351230939
ITGA3	PYCARD	1.350013473
PYCARD	ITGA3	1.350013473
ATP1A1	SAMHD1	1.349031234
SAMHD1	ATP1A1	1.349031234
HCLS1	BMP2K	1.346366455
BMP2K	HCLS1	1.346366455
SYNM	PDXP	1.344721236
PDXP	SYNM	1.344721236
LRP1	POLD1	1.343923378
POLD1	LRP1	1.343923378
TPPP	TAPT1	1.342385988
TAPT1	TPPP	1.342385988
PTBP1	CNP	1.341874235
CNP	PTBP1	1.341874235
PTPRC	SAMHD1	1.341847945
SAMHD1	PTPRC	1.341847945
MAPK1	ACSS3	1.341325732
ACSS3	MAPK1	1.341325732
GNB1	SAMHD1	1.340734193
SAMHD1	GNB1	1.340734193
SIRT2	TTC39C	1.340588077
TTC39C	SIRT2	1.340588077
SYNM	POLD1	1.336800403
POLD1	SYNM	1.336800403
ATP1A1	VIM	1.336464545
VIM	ATP1A1	1.336464545
ANK2	PDXP	1.336396606
PDXP	ANK2	1.336396606
MAP1A	ITGAV	1.335330931
ITGAV	MAP1A	1.335330931
SERPINB8	PDXP	1.334643498
PDXP	SERPINB8	1.334643498
LSAMP	TTC39C	1.333198549
TTC39C	LSAMP	1.333198549
LRP1	GBP1	1.33227008
GBP1	LRP1	1.33227008
PYGL	HCLS1	1.332252183
HCLS1	PYGL	1.332252183
MVP	TAP1	1.331753309
TAP1	MVP	1.331753309
SLC1A2	GNAQ	1.329005788
GNAQ	SLC1A2	1.329005788
SLC1A2	CNTNAP1	1.326410026
CNTNAP1	SLC1A2	1.326410026
PHLDB1	TAP1	1.324413887
TAP1	PHLDB1	1.324413887
MAP1A	ACSS3	1.320112985
ACSS3	MAP1A	1.320112985
PTBP1	PLCB1	1.319348524
PLCB1	PTBP1	1.319348524
CNP	SIRPA	1.316008391
SIRPA	CNP	1.316008391
SLC1A2	ACSS3	1.314558536
ACSS3	SLC1A2	1.314558536
PYGL	PDXP	1.313254479
PDXP	PYGL	1.313254479
FCGR1A	CA3	1.312182143
CA3	FCGR1A	1.312182143
GPM6B	PYCARD	1.312144092
PYCARD	GPM6B	1.312144092
SIRPA	NME5	1.308589259
NME5	SIRPA	1.308589259
GPM6B	PDXP	1.307765405
PDXP	GPM6B	1.307765405
MVP	LRP1	1.307644886
LRP1	MVP	1.307644886
ITGB2	SAMHD1	1.301926203
SAMHD1	ITGB2	1.301926203
ITGB2	LRP1	1.301701367
LRP1	ITGB2	1.301701367
ATP1A1	CNP	1.301369647
CNP	ATP1A1	1.301369647
SYNJ1	LRP1	1.300707631
LRP1	SYNJ1	1.300707631
SIRPA	MAP1A	1.30051413
MAP1A	SIRPA	1.30051413
TPPP	ACSS3	1.299617347
ACSS3	TPPP	1.299617347
TMOD2	MAP1A	1.298785397
MAP1A	TMOD2	1.298785397
ITGA3	TTC39C	1.2970391
TTC39C	ITGA3	1.2970391
TPPP	EIF2D	1.296585179
EIF2D	TPPP	1.296585179
MRAS	ZNF579	1.296268859
ZNF579	MRAS	1.296268859
MVP	FCGR1A	1.293386999
FCGR1A	MVP	1.293386999
EPB41L1	ACSS3	1.292765051
ACSS3	EPB41L1	1.292765051
CD74	TAPT1	1.292703107
TAPT1	CD74	1.292703107
DPP6	PDXP	1.29256996
PDXP	DPP6	1.29256996
SQOR	KRT17	1.291981098
KRT17	SQOR	1.291981098
CAMK2G	TAPT1	1.290490361
TAPT1	CAMK2G	1.290490361
KIF13B	PYCARD	1.289218766
PYCARD	KIF13B	1.289218766
SIRT2	LRP1	1.289153132
LRP1	SIRT2	1.289153132
CA3	BMP2K	1.287119381
BMP2K	CA3	1.287119381
ITGA3	BMP2K	1.286192137
BMP2K	ITGA3	1.286192137
MRAS	POLD1	1.282132622
POLD1	MRAS	1.282132622
SQOR	ITGAV	1.281077738
ITGAV	SQOR	1.281077738
APBB1IP	ACSS3	1.276384414
ACSS3	APBB1IP	1.276384414
CNTNAP1	DPYSL2	1.276272078
DPYSL2	CNTNAP1	1.276272078
PHYHIP	TTC39C	1.276136917
TTC39C	PHYHIP	1.276136917
CNP	ITGAV	1.275919383
ITGAV	CNP	1.275919383
GNAQ	PDXP	1.271097768
PDXP	GNAQ	1.271097768
IGSF8	BMP2K	1.269756218
BMP2K	IGSF8	1.269756218
MAPK1	SYN3	1.26893994
SYN3	MAPK1	1.26893994
PTPRC	NME5	1.262182224
NME5	PTPRC	1.262182224
ATP6V1G2	CA3	1.261714687
CA3	ATP6V1G2	1.261714687
PTBP1	TPPP	1.261247782
TPPP	PTBP1	1.261247782
TMOD2	ITGB2	1.260479837
ITGB2	TMOD2	1.260479837
GPM6B	ACSS3	1.259402621
ACSS3	GPM6B	1.259402621
CNTNAP1	ITGA3	1.258924953
ITGA3	CNTNAP1	1.258924953
HLA-DRA	TAPT1	1.257024557
TAPT1	HLA-DRA	1.257024557
SYNJ1	SAMHD1	1.256216594
SAMHD1	SYNJ1	1.256216594
ATP6V1G2	SAMHD1	1.255767725
SAMHD1	ATP6V1G2	1.255767725
HCLS1	POLD1	1.254327316
POLD1	HCLS1	1.254327316
FCGR1A	SAMHD1	1.252140586
SAMHD1	FCGR1A	1.252140586
SYNJ1	NME5	1.251935879
NME5	SYNJ1	1.251935879
PTPRC	C4B	1.250918827
C4B	PTPRC	1.250918827
PYCARD	POLD1	1.249832945
POLD1	PYCARD	1.249832945
CD74	CA3	1.248922605
CA3	CD74	1.248922605
PTBP1	TAPT1	1.248830748
TAPT1	PTBP1	1.248830748
PHLDB1	POLD1	1.246337593
POLD1	PHLDB1	1.246337593
ATP6V1G2	TAP1	1.245199331
TAP1	ATP6V1G2	1.245199331
FCGR1A	ACSS3	1.24414347
ACSS3	FCGR1A	1.24414347
CNP	PDXP	1.244000828
PDXP	CNP	1.244000828
PHYHIP	ZNF579	1.243828437
ZNF579	PHYHIP	1.243828437
SYN3	ACSS3	1.24150135
ACSS3	SYN3	1.24150135
CNTNAP1	EIF2D	1.239848719
EIF2D	CNTNAP1	1.239848719
SIRPA	PYCARD	1.23806745
PYCARD	SIRPA	1.23806745
RAP2A	TTC39C	1.237591103
TTC39C	RAP2A	1.237591103
TAP1	SAMHD1	1.236858845
SAMHD1	TAP1	1.236858845
ANK2	SYNM	1.235938437
SYNM	ANK2	1.235938437
NFASC	EIF2D	1.23352478
EIF2D	NFASC	1.23352478
ATP6V1G2	TAPT1	1.232474323
TAPT1	ATP6V1G2	1.232474323
KIF13B	ZNF579	1.231763534
ZNF579	KIF13B	1.231763534
CNTNAP1	TAPT1	1.231638625
TAPT1	CNTNAP1	1.231638625
KRT17	ZNF579	1.229726272
ZNF579	KRT17	1.229726272
VIM	BMP2K	1.229154581
BMP2K	VIM	1.229154581
TPPP	ITGA3	1.228459289
ITGA3	TPPP	1.228459289
NME5	ZNF579	1.228214811
ZNF579	NME5	1.228214811
CNP	EIF2D	1.225458665
EIF2D	CNP	1.225458665
TPPP	MRAS	1.225054596
MRAS	TPPP	1.225054596
MVP	ACSS3	1.224873433
ACSS3	MVP	1.224873433
PTPRC	PHLDB1	1.220990081
PHLDB1	PTPRC	1.220990081
TPPP	ZNF579	1.219493909
ZNF579	TPPP	1.219493909
SIRPA	PHLDB1	1.219278033
PHLDB1	SIRPA	1.219278033
SYNJ1	MAPK1	1.217220749
MAPK1	SYNJ1	1.217220749
TPPP	LRP1	1.213535217
LRP1	TPPP	1.213535217
LSAMP	EIF2D	1.21276176
EIF2D	LSAMP	1.21276176
PLCB1	PDXP	1.212023932
PDXP	PLCB1	1.212023932
HCLS1	KIF13B	1.211620152
KIF13B	HCLS1	1.211620152
HCLS1	SYNM	1.210900742
SYNM	HCLS1	1.210900742
ITGAV	C4B	1.208925729
C4B	ITGAV	1.208925729
PHYHIP	SAMHD1	1.205404503
SAMHD1	PHYHIP	1.205404503
TPPP	PHLDB1	1.201944785
PHLDB1	TPPP	1.201944785
MVP	PDXP	1.201410977
PDXP	MVP	1.201410977
APBB1IP	C4B	1.196364089
C4B	APBB1IP	1.196364089
NFASC	PDXP	1.195754431
PDXP	NFASC	1.195754431
ATP6V1G2	TTC39C	1.195160379
TTC39C	ATP6V1G2	1.195160379
PYCARD	SAMHD1	1.193908657
SAMHD1	PYCARD	1.193908657
EPB41L1	PDXP	1.192088381
PDXP	EPB41L1	1.192088381
APOL2	POLD1	1.190777325
POLD1	APOL2	1.190777325
PLCB1	NME5	1.189692765
NME5	PLCB1	1.189692765
PHLDB1	BMP2K	1.188521489
BMP2K	PHLDB1	1.188521489
MRAS	C4B	1.188316456
C4B	MRAS	1.188316456
ITGA3	EIF2D	1.186878514
EIF2D	ITGA3	1.186878514
PTPRC	EIF2D	1.185090779
EIF2D	PTPRC	1.185090779
PTBP1	SLC1A2	1.184789426
SLC1A2	PTBP1	1.184789426
PTPRC	PDXP	1.184334004
PDXP	PTPRC	1.184334004
SIRT2	PDXP	1.183354878
PDXP	SIRT2	1.183354878
KIF13B	POLD1	1.1805307
POLD1	KIF13B	1.1805307
ATP6V1G2	LRP1B	1.180507203
LRP1B	ATP6V1G2	1.180507203
ITGA3	APBB1IP	1.180166972
APBB1IP	ITGA3	1.180166972
TPPP	TMOD2	1.1799153
TMOD2	TPPP	1.1799153
SIRT2	ITGAV	1.174476765
ITGAV	SIRT2	1.174476765
GPM6B	TAPT1	1.172258048
TAPT1	GPM6B	1.172258048
SYNJ1	ITGA3	1.170276241
ITGA3	SYNJ1	1.170276241
C4B	SAMHD1	1.169608384
SAMHD1	C4B	1.169608384
ATP1A1	ACSS3	1.167166838
ACSS3	ATP1A1	1.167166838
ITGAV	ACSS3	1.165863692
ACSS3	ITGAV	1.165863692
SYNJ1	EIF2D	1.16383283
EIF2D	SYNJ1	1.16383283
TMOD2	SYN3	1.1635593
SYN3	TMOD2	1.1635593
CA3	EIF2D	1.162849794
EIF2D	CA3	1.162849794
ITGB2	TAPT1	1.161853429
TAPT1	ITGB2	1.161853429
HLA-DRA	PDXP	1.16018018
PDXP	HLA-DRA	1.16018018
PHLDB1	FCGR1A	1.158168163
FCGR1A	PHLDB1	1.158168163
ATP1A1	SYNM	1.15730423
SYNM	ATP1A1	1.15730423
CNP	TTC39C	1.149835343
TTC39C	CNP	1.149835343
ANK2	SAMHD1	1.148621317
SAMHD1	ANK2	1.148621317
KIF13B	EIF2D	1.14814869
EIF2D	KIF13B	1.14814869
GNAQ	SAMHD1	1.146895093
SAMHD1	GNAQ	1.146895093
ATP1A1	PHLDB1	1.146250642
PHLDB1	ATP1A1	1.146250642
SYNJ1	TTC39C	1.144347498
TTC39C	SYNJ1	1.144347498
ITGA3	TAPT1	1.142159511
TAPT1	ITGA3	1.142159511
SIRT2	ACSS3	1.141464475
ACSS3	SIRT2	1.141464475
PHLDB1	LRP1B	1.141462251
LRP1B	PHLDB1	1.141462251
GNAO1	PYCARD	1.141255414
PYCARD	GNAO1	1.141255414
ANK2	GBP1	1.140616762
GBP1	ANK2	1.140616762
SYNJ1	C4B	1.140309149
C4B	SYNJ1	1.140309149
CD74	ZNF579	1.139842619
ZNF579	CD74	1.139842619
ANK2	KIF13B	1.137486521
KIF13B	ANK2	1.137486521
RAP2A	LRP1B	1.136529301
LRP1B	RAP2A	1.136529301
PHYHIP	KIF13B	1.134490237
KIF13B	PHYHIP	1.134490237
VIM	NME5	1.134294512
NME5	VIM	1.134294512
APBB1IP	SAMHD1	1.132484553
SAMHD1	APBB1IP	1.132484553
APOL2	ZNF579	1.130850754
ZNF579	APOL2	1.130850754
GNAO1	EIF2D	1.130144402
EIF2D	GNAO1	1.130144402
PDXP	NME5	1.128312294
NME5	PDXP	1.128312294
PTPRC	LRP1B	1.127250367
LRP1B	PTPRC	1.127250367
FCER1G	SYNM	1.126871621
SYNM	FCER1G	1.126871621
LSAMP	VIM	1.125469014
VIM	LSAMP	1.125469014
CNP	POLD1	1.124143587
POLD1	CNP	1.124143587
LSAMP	PDXP	1.123369812
PDXP	LSAMP	1.123369812
APBB1IP	EIF2D	1.120947431
EIF2D	APBB1IP	1.120947431
PYCARD	PDXP	1.120023667
PDXP	PYCARD	1.120023667
MAPK1	CA3	1.119608875
CA3	MAPK1	1.119608875
SYNJ1	ITGAV	1.119348049
ITGAV	SYNJ1	1.119348049
PTPRC	ACSS3	1.118495519
ACSS3	PTPRC	1.118495519
PSMB10	PDXP	1.115843655
PDXP	PSMB10	1.115843655
KRT17	EIF2D	1.115202117
EIF2D	KRT17	1.115202117
ITGB2	KIF13B	1.115137374
KIF13B	ITGB2	1.115137374
SIRPA	TTC39C	1.114759731
TTC39C	SIRPA	1.114759731
GNB1	TTC39C	1.114437828
TTC39C	GNB1	1.114437828
CNP	KRT17	1.112573425
KRT17	CNP	1.112573425
EHD4	SYNM	1.112411298
SYNM	EHD4	1.112411298
MRAS	SYN3	1.11127659
SYN3	MRAS	1.11127659
PYCARD	BMP2K	1.110981466
BMP2K	PYCARD	1.110981466
TAP1	TTC39C	1.110348028
TTC39C	TAP1	1.110348028
RAP2A	SAMHD1	1.106497992
SAMHD1	RAP2A	1.106497992
HCLS1	C4B	1.106289803
C4B	HCLS1	1.106289803
GNAQ	TTC39C	1.105918695
TTC39C	GNAQ	1.105918695
PSMB10	KRT17	1.105780221
KRT17	PSMB10	1.105780221
MAPK1	GBP1	1.105648549
GBP1	MAPK1	1.105648549
CNTNAP1	TTC39C	1.104076884
TTC39C	CNTNAP1	1.104076884
DPP6	EIF2D	1.100494458
EIF2D	DPP6	1.100494458
GPM6B	SAMHD1	1.100209624
SAMHD1	GPM6B	1.100209624
MAPK1	PHLDB1	1.096979074
PHLDB1	MAPK1	1.096979074
SIRPA	KIF13B	1.093547445
KIF13B	SIRPA	1.093547445
CAMK2G	SAMHD1	1.093490683
SAMHD1	CAMK2G	1.093490683
PTPRC	ZNF579	1.093302074
ZNF579	PTPRC	1.093302074
FCER1G	LRP1B	1.092926761
LRP1B	FCER1G	1.092926761
APOL2	SYNM	1.092403551
SYNM	APOL2	1.092403551
GPM6B	PSMB10	1.0918347
PSMB10	GPM6B	1.0918347
ITGAV	TAP1	1.087247045
TAP1	ITGAV	1.087247045
DPP6	TTC39C	1.082171843
TTC39C	DPP6	1.082171843
CNTNAP1	HCLS1	1.081913722
HCLS1	CNTNAP1	1.081913722
LSAMP	SYNM	1.081408033
SYNM	LSAMP	1.081408033
TMOD2	ITGA3	1.080930167
ITGA3	TMOD2	1.080930167
SYN3	POLD1	1.080380731
POLD1	SYN3	1.080380731
DPYSL2	PHLDB1	1.079767719
PHLDB1	DPYSL2	1.079767719
CD74	ITGAV	1.079164596
ITGAV	CD74	1.079164596
SERPINB8	SAMHD1	1.077313083
SAMHD1	SERPINB8	1.077313083
ANK2	TTC39C	1.077116731
TTC39C	ANK2	1.077116731
CYBB	ACSS3	1.076731979
ACSS3	CYBB	1.076731979
SLC1A2	C4B	1.074538509
C4B	SLC1A2	1.074538509
SLC1A2	EHD4	1.07437906
EHD4	SLC1A2	1.07437906
DPYSL2	PDXP	1.074090317
PDXP	DPYSL2	1.074090317
ATP6V1G2	NME5	1.072966439
NME5	ATP6V1G2	1.072966439
PYCARD	ACSS3	1.072884004
ACSS3	PYCARD	1.072884004
HCLS1	LRP1	1.072378837
LRP1	HCLS1	1.072378837
MRAS	EIF2D	1.072285879
EIF2D	MRAS	1.072285879
CNTNAP1	EHD4	1.071186354
EHD4	CNTNAP1	1.071186354
CNP	C4B	1.070996526
C4B	CNP	1.070996526
SQOR	TAPT1	1.06794543
TAPT1	SQOR	1.06794543
PSMB10	EIF2D	1.067000868
EIF2D	PSMB10	1.067000868
EPB41L1	SYNM	1.06587315
SYNM	EPB41L1	1.06587315
PYCARD	LRP1	1.062137414
LRP1	PYCARD	1.062137414
CD74	NME5	1.058069182
NME5	CD74	1.058069182
CNTNAP1	TAP1	1.057357714
TAP1	CNTNAP1	1.057357714
PHLDB1	CA3	1.055963423
CA3	PHLDB1	1.055963423
KIF13B	CYBB	1.055231793
CYBB	KIF13B	1.055231793
ITGAV	ZNF579	1.054648076
ZNF579	ITGAV	1.054648076
KIF13B	PDXP	1.052592771
PDXP	KIF13B	1.052592771
VIM	KRT17	1.052399432
KRT17	VIM	1.052399432
LSAMP	ACSS3	1.05239033
ACSS3	LSAMP	1.05239033
IGSF8	EHD4	1.052146178
EHD4	IGSF8	1.052146178
PTBP1	PDXP	1.046520151
PDXP	PTBP1	1.046520151
SQOR	LRP1B	1.0461325
LRP1B	SQOR	1.0461325
SYNM	ACSS3	1.045758673
ACSS3	SYNM	1.045758673
IGSF8	ZNF579	1.044224355
ZNF579	IGSF8	1.044224355
CNTNAP1	NME5	1.043505477
NME5	CNTNAP1	1.043505477
SIRPA	EIF2D	1.04350288
EIF2D	SIRPA	1.04350288
ANK2	TAP1	1.042904283
TAP1	ANK2	1.042904283
CAMK2G	PDXP	1.042134053
PDXP	CAMK2G	1.042134053
MRAS	PHLDB1	1.041876108
PHLDB1	MRAS	1.041876108
NFASC	ITGA3	1.041784615
ITGA3	NFASC	1.041784615
PYCARD	TAPT1	1.040785047
TAPT1	PYCARD	1.040785047
SIRT2	KRT17	1.039802502
KRT17	SIRT2	1.039802502
PLCB1	TAPT1	1.03833806
TAPT1	PLCB1	1.03833806
CNTNAP1	CA3	1.038154926
CA3	CNTNAP1	1.038154926
MAP1A	POLD1	1.037348524
POLD1	MAP1A	1.037348524
CYBB	CA3	1.035431541
CA3	CYBB	1.035431541
SERPINB8	BMP2K	1.035236349
BMP2K	SERPINB8	1.035236349
SAMHD1	SYN3	1.034973236
SYN3	SAMHD1	1.034973236
PSMB10	BMP2K	1.033224118
BMP2K	PSMB10	1.033224118
NFASC	PYCARD	1.033218225
PYCARD	NFASC	1.033218225
FCGR1A	BMP2K	1.032538917
BMP2K	FCGR1A	1.032538917
GPM6B	HCLS1	1.032487319
HCLS1	GPM6B	1.032487319
LSAMP	TAPT1	1.030758771
TAPT1	LSAMP	1.030758771
ITGA3	ZNF579	1.030312061
ZNF579	ITGA3	1.030312061
FCER1G	KRT17	1.029547679
KRT17	FCER1G	1.029547679
SIRPA	APOL2	1.029224283
APOL2	SIRPA	1.029224283
ITGAV	TAPT1	1.028465344
TAPT1	ITGAV	1.028465344
HCLS1	EIF2D	1.028354399
EIF2D	HCLS1	1.028354399
